Guid,Title,Genres,Keywords,Director,Actors
tt0433386,The Grudge 2,Horror | Thriller,ghost | schoolgirl | haunted house | cat | urinating in fear,Takashi Shimizu,Amber Tamblyn | Edison Chen | Arielle Kebbel | Sarah Michelle Gellar
tt0483726,Man of the Year,Comedy | Drama | Romance | Thriller,presidential candidate | first lady | man wears eyeglasses | president | presidential election,Barry Levinson,Robin Williams | Laura Linney | Lewis Black | Christopher Walken
tt0419946,The Marine,Action | Comedy | Drama | Thriller,beating | tied up | muscleman | tough guy | marine,John Bonito,John Cena | Kelly Carlson | Robert Patrick | Anthony Ray Parker
tt0430051,Elementarteilchen,Drama | Romance,sexuality | absent mother | promiscuous mother | masturbation | hippie,Oskar Roehler,Moritz Bleibtreu | Christian Ulmen | Franka Potente | Martina Gedeck
tt0499537,Offside,Comedy | Drama | Sport,stadium | iran | soccer | iranian | world cup,Jafar Panahi,Sima Mobarak-Shahi | Shayesteh Irani | Ayda Sadeqi | Mohammad Asarian
tt0404203,Little Children,Drama | Romance,adulterous wife | dysfunctional marriage | pantyhose | sex standing up | miniskirt,Todd Field,Kate Winslet | Jennifer Connelly | Patrick Wilson | Jackie Earle Haley
tt0814075,Deliver Us from Evil,Documentary | Crime,rape of a child | child | title directed by female | church | catholic,Amy Berg,Oliver O'Grady | Thomas Doyle | Adam | Jeff Anderson
tt0805526,Facing the Giants,Drama | Fantasy | Sport,football | faith | christian | underdog | coach,Alex Kendrick,Alex Kendrick | Shannen Fields | Jason McLeod | Erin Bethea
tt0455590,The Last King of Scotland,Biography | Drama | History | Thriller,1970s | scottish | ugandan | assassination | doctor,Kevin Macdonald,James McAvoy | Forest Whitaker | Gillian Anderson | Kerry Washington
tt0367027,Shortbus,Comedy | Drama,ejaculation | oral sex | female frontal nudity | orgy | masturbation,John Cameron Mitchell,Sook-Yin Lee | Peter Stickles | PJ DeBoy | Paul Dawson
tt0206634,Children of Men,Drama | Sci-Fi | Thriller,long take | england | fertility | neo noir | allegory,Alfonso Cuarón,Julianne Moore | Clive Owen | Chiwetel Ejiofor | Michael Caine
tt0482571,The Prestige,Drama | Mystery | Sci-Fi | Thriller,rivalry | illusion | obsession | magician | secret,Christopher Nolan,Christian Bale | Hugh Jackman | Scarlett Johansson | Michael Caine
tt0418689,Flags of Our Fathers,Action | Adventure | Drama | History | War,reference to arizona | pima indian | japanese soldier | japan | japanese army,Clint Eastwood,Ryan Phillippe | Barry Pepper | Joseph Cross | Jesse Bradford
tt0434215,Flicka,Adventure | Drama | Family,bus | falling off a horse | horseback riding | friendship | downpour,Michael Mayer,Alison Lohman | Tim McGraw | Maria Bello | Ryan Kwanten
tt0492492,Stay,Comedy | Drama | Romance,secret | bestiality | kiss | human arouses animal | porn magazine,Bobcat Goldthwait,Melinda Page Hamilton | Bryce Johnson | Brian Posehn | Geoff Pierson
tt0473488,A Guide to Recognizing Your Saints,Crime | Drama,erect nipples | bare chested teenage boy | friend | coming of age | subway track,Dito Montiel,Robert Downey Jr. | Rosario Dawson | Shia LaBeouf | Dianne Wiest
tt0475169,13 Tzameti,Crime | Drama | Horror | Thriller,looking at oneself in a mirror | punching ticket | number 13 in title | white picket fence | wheelbarrow,Géla Babluani,George Babluani | Aurélien Recoing | Pascal Bongard | Fred Ulysse
tt0489270,Saw III,Crime | Fantasy | Horror | Mystery | Thriller,female full frontal nudity | torture | female nudity | brutality | female frontal nudity,Darren Lynn Bousman,Tobin Bell | Shawnee Smith | Angus Macfadyen | Bahar Soomekh
tt0407236,Sílení,Animation | Comedy | Drama | Horror,social satire | sardonic | black comedy | campy | psychotronic film,Jan Svankmajer,Jan Tríska | Pavel Liska | Anna Geislerová | Martin Huba
tt0396171,Perfume: The Story of a Murderer,Crime | Drama,18th century | smell | scent | perfume | sense of smell,Tom Tykwer,Ben Whishaw | Dustin Hoffman | Alan Rickman | Francesc Albiol
tt0452681,The Santa Clause 3: The Escape Clause,Adventure | Comedy | Family | Fantasy,deception | instant regret | seven word title | digit in title | third part,Michael Lembeck,Tim Allen | Martin Short | Elizabeth Mitchell | Eric Lloyd
tt0470765,For Your Consideration,Comedy,fictional academy awards | actor | purim | publicist | internet,Christopher Guest,Catherine O'Hara | Harry Shearer | Parker Posey | Christopher Guest
tt0457496,Street Fight,Documentary,powerful enemy | new jersey | common good | fight for justice | political reform,Marshall Curry,Jen Bluestein | Cory Booker | Bill Bradley | Chris Christie
tt0420901,Shooting Dogs,Drama | History | War,africa | rwanda | genocide | faith | school,Michael Caton-Jones,John Hurt | Hugh Dancy | Dominique Horwitz | Louis Mahoney
tt0381061,Casino Royale,Action | Adventure | Thriller,cleavage | female butt jiggle | poker | casino | nipples visible through clothing,Martin Campbell,Daniel Craig | Eva Green | Judi Dench | Jeffrey Wright
tt0453467,Deja Vu,Action | Crime | Sci-Fi | Thriller,alternate timeline | patriotism | woman in jeopardy | opening scene repeated later in film | wormhole,Tony Scott,Denzel Washington | Paula Patton | Jim Caviezel | Val Kilmer
tt0308055,Bobby,Biography | Drama | History,robert f. kennedy character | robert f. kennedy assassination | american history | helicopter | u.s. history,Emilio Estevez,Anthony Hopkins | Demi Moore | Sharon Stone | Harry Belafonte
tt0499603,10 Items or Less,Comedy | Drama,watching tv | actor | research | job interview | interview,Brad Silberling,Morgan Freeman | Paz Vega | Jonah Hill | Anne Dudek
tt0457939,The Holiday,Comedy | Romance,kiss | american in the uk | woman | jewish character | composer,Nancy Meyers,Kate Winslet | Cameron Diaz | Jude Law | Jack Black
tt0347449,Luna de Avellaneda,Comedy | Drama | Sport,soccer | moon | love | hope | buffet,Juan José Campanella,Ricardo Darín | Eduardo Blanco | Mercedes Morán | Valeria Bertuccelli
tt0433387,Harsh Times,Action | Crime | Drama | Thriller,opening action scene | friend | lapd | mexican | violence,David Ayer,Christian Bale | Freddy Rodríguez | Eva Longoria | Chaka Forman
tt0059719,Simón del desierto,Short | Comedy | Drama | Fantasy,temptation | dark humor | bare breasts | female nudity | black comedy,Luis Buñuel,Claudio Brook | Silvia Pinal | Enrique Álvarez Félix | Hortensia Santoveña
tt0365830,Tenacious D in The Pick of Destiny,Adventure | Comedy | Music | Musical,lucifer morningstar character | bigfoot character | written by star | guitar | friendship,Liam Lynch,Jack Black | Kyle Gass | JR Reed | Ronnie James Dio
tt0480271,Van Wilder 2: The Rise of Taj,Comedy | Romance,mile high club | female nudity | male nudity | public nudity | george w. bush character,Mort Nathan,Kal Penn | Lauren Cohan | Daniel Percival | Glen Barry
tt0454970,Turistas,Horror | Mystery | Thriller,female nudity | drugged drink | nipples visible through clothing | breasts | female removes her clothes,John Stockwell,Josh Duhamel | Melissa George | Olivia Wilde | Desmond Askew
tt0450259,Blood Diamond,Adventure | Drama | Thriller,civil war | diamond | rebel | sierra leone | journalist,Edward Zwick,Leonardo DiCaprio | Djimon Hounsou | Jennifer Connelly | Kagiso Kuypers
tt0413895,Charlotte's Web,Comedy | Family | Fantasy,interspecies friendship | death of title character | live action cgi hybrid | animal protagonist | attempted murder,Gary Winick,Dakota Fanning | Julia Roberts | Oprah Winfrey | Steve Buscemi
tt0449010,Eragon,Action | Adventure | Family | Fantasy,dragon | dragon rider | teenage hero | sword and fantasy | fictional war,Stefen Fangmeier,Ed Speleers | Sienna Guillory | Jeremy Irons | John Malkovich
tt0479143,Rocky Balboa,Action | Drama | Sport,retired boxer | tough guy | sweat | sequel to best picture winner | computer simulation,Sylvester Stallone,Sylvester Stallone | Antonio Tarver | Milo Ventimiglia | Burt Young
tt0046889,The Dam Busters,Drama | History | War,royal air force | raf bomber command | dangerous mission | aircrew | british military,Michael Anderson,Richard Todd | Michael Redgrave | Ursula Jeans | Basil Sydney
tt0446755,The Painted Veil,Drama | Romance,cholera | loveless marriage | unfaithful wife | china | epidemic,John Curran,Naomi Watts | Edward Norton | Liev Schreiber | Catherine An
tt0084509,The Plague Dogs,Animation | Adventure | Drama,escape | dog | laboratory | research | adult animation,Martin Rosen,John Hurt | Christopher Benjamin | James Bolam | Nigel Hawthorne
tt0343737,The Good Shepherd,Drama | History | Thriller,cia | year 1962 | year 1960 | year 1958 | year 1947,Robert De Niro,Matt Damon | Angelina Jolie | Robert De Niro | Alec Baldwin
tt0443489,Dreamgirls,Drama | Music | Musical,watching television | card game | fired | jazz | new york city,Bill Condon,Beyoncé | Jamie Foxx | Eddie Murphy | Danny Glover
tt0065622,Il Decameron,Comedy | Drama | History | Romance,blow job | adult humor | male full frontal nudity | female full frontal nudity | erotica,Pier Paolo Pasolini,Franco Citti | Ninetto Davoli | Jovan Jovanovic | Vincenzo Amato
tt0463998,Freedom Writers,Biography | Crime | Drama,teacher | f rated | based on real person | woman | female teacher,Richard LaGravenese,Hilary Swank | Imelda Staunton | Patrick Dempsey | Scott Glenn
tt0460829,Inland Empire,Drama | Mystery | Thriller,stabbing | shooting | screaming in horror | loss of identity | homicide,David Lynch,Karolina Gruszka | Krzysztof Majchrzak | Grace Zabriskie | Laura Dern
tt0464049,The History Boys,Comedy | Drama | Romance,yorkshire | motorcycle | masturbation | groping | gay teenager,Nicholas Hytner,Richard Griffiths | Frances de la Tour | Clive Merrison | Samuel Anderson
tt0465551,Notes on a Scandal,Crime | Drama | Romance | Thriller,teacher student relationship | pedophile | sex with a minor | teacher | sex with teacher,Richard Eyre,Cate Blanchett | Judi Dench | Andrew Simpson | Tom Georgeson
tt0473444,Man cheng jin dai huang jin jia,Action | Adventure | Drama | Romance | Thriller,festival | deep cleavage | prince | emperor | chrysanthemum,Yimou Zhang,Yun-Fat Chow | Li Gong | Jay Chou | Ye Liu
tt0808185,Den brysomme mannen,Comedy | Drama | Fantasy | Mystery,suicide attempt | dystopia | suicide | escape | cellar,Jens Lien,Trond Fausa | Petronella Barker | Per Schaanning | Birgitte Larsen
tt0452624,The Good German,Drama | Mystery | Romance | Thriller | War,nazi | prostitute | head held underwater | sex shop | striptease,Steven Soderbergh,George Clooney | Cate Blanchett | Tobey Maguire | Beau Bridges
tt0498380,Letters from Iwo Jima,Action | Adventure | Drama | History | War,iwo jima | japanese military | uniform | firearm | u.s. military,Clint Eastwood,Ken Watanabe | Kazunari Ninomiya | Tsuyoshi Ihara | Ryô Kase
tt0454082,Black Christmas,Horror,hiding in an attic | sorority sister | mysterious telephone call | woman undressing in front of a man | trying to get pregnant,Glen Morgan,Michelle Trachtenberg | Mary Elizabeth Winstead | Lacey Chabert | Katie Cassidy
tt0482546,Miss Potter,Biography | Drama,illustrator | character name as title | beatrix potter character | adult lives at home | picture book,Chris Noonan,Renée Zellweger | Ewan McGregor | Emily Watson | Barbara Flynn
tt0344854,Arthur et les Minimoys,Animation | Adventure | Comedy | Family | Fantasy,treasure | princess | underground world | sequel baiting | debt,Luc Besson,Freddie Highmore | Mia Farrow | Madonna | Ron Crawford
tt0808146,The Naked Mile,Comedy,watching a porno movie | virgin | nude outside | female full rear nudity | girl,Joe Nussbaum,John White | Eugene Levy | Maria Ricossa | Christopher McDonald
tt0069687,Alice in den Städten,Drama,road movie | journalist | airport | travel | search for self,Wim Wenders,Yella Rottländer | Rüdiger Vogler | Lisa Kreuzer | Edda Köchl
tt0468526,Old Joy,Drama,sexual ambiguity | oregon | title directed by female | male frontal nudity | cell phone,Kelly Reichardt,Daniel London | Will Oldham | Tanya Smith | Robin Rosenberg
tt0426883,Alpha Dog,Biography | Crime | Drama | Thriller,sex scene | topless female nudity | female frontal nudity | drug dealer | true crime,Nick Cassavetes,Emile Hirsch | Justin Timberlake | Anton Yelchin | Bruce Willis
tt0455960,The Hitcher,Crime | Thriller,college student | psychopath | on the road | serial killer | police station,Dave Meyers,Sean Bean | Sophia Bush | Zachary Knighton | Neal McDonough
tt0457655,Efter brylluppet,Drama,twin brothers | real twins playing twins | ex boyfriend ex girlfriend relationship | wedding | orphanage,Susanne Bier,Mads Mikkelsen | Sidse Babett Knudsen | Rolf Lassgård | Neeral Mulchandani
tt0468795,Linda Linda Linda,Comedy | Drama | Music,short skirt | miniskirt | pleated skirt | reference to the blue hearts | jgirl,Nobuhiro Yamashita,Doona Bae | Aki Maeda | Yû Kashii | Shiori Sekine
tt0398808,Bridge to Terabithia,Drama | Family | Fantasy,tragedy | imagination | friend | race | betrayal,Gabor Csupo,Josh Hutcherson | AnnaSophia Robb | Zooey Deschanel | Robert Patrick
tt0076162,Hausu,Comedy | Horror,cult film | absurd violence | stylized violence | bloody spray | female frontal nudity,Nobuhiko Ôbayashi,Kimiko Ikegami | Miki Jinbo | Kumiko Ohba | Ai Matsubara
tt0822389,Kenny,Comedy,character name as title | forename as title | australia | fire | cleaner,Clayton Jacobson,Shane Jacobson | Travis Golland | Chris Davis | Alf Scerri
tt0473308,Waitress,Comedy | Drama | Romance,pregnancy | waitress | unhappy marriage | unwanted pregnancy | abusive husband,Adrienne Shelly,Keri Russell | Nathan Fillion | Jeremy Sisto | Cheryl Hines
tt0846789,The Secret,Documentary,law of attraction | secret | philosopher | author | universe,Drew Heriot,Bob Proctor | Joe Vitale | John Assaraf | Loral Langemeier
tt0058578,Seven Up!,Documentary | Short | Biography,poorness | 7 year old | east end london | boys' school | playground,Paul Almond,Douglas Keay | Bruce Balden | Jacqueline Bassett | Symon Basterfield
tt0066356,7 Plus Seven,Documentary | Biography,exclusive school | british education | british youth | british | educational ambition,Michael Apted,Bruce Balden | Jacqueline Bassett | Symon Basterfield | Andrew Brackfield
tt0395495,Catch and Release,Comedy | Drama | Romance,reference to persephone the greek minor deity | cartoon on tv | f rated | reference to traci lords | death of fiance,Susannah Grant,Jennifer Garner | Timothy Olyphant | Kevin Smith | Sam Jaeger
tt0475394,Smokin' Aces,Action | Comedy | Crime | Drama | Thriller,fbi | mafia | casino | mob hit | sniper,Joe Carnahan,Jeremy Piven | Ryan Reynolds | Ray Liotta | Joseph Ruskin
tt0490084,Because I Said So,Comedy | Romance,psychologist | brother sister relationship | father son reunion | two sisters | reference to tennessee williams,Michael Lehmann,Diane Keaton | Mandy Moore | Gabriel Macht | Tom Everett Scott
tt0367959,Hannibal Rising,Adventure | Crime | Drama | Thriller | War,aunt | revenge | faked death | medical student | 1950s,Peter Webber,Gaspard Ulliel | Rhys Ifans | Li Gong | Aaran Thomas
tt0477051,Norbit,Comedy | Romance,character name as title | man wears eyeglasses | woman hits a man | orphan | overweight,Brian Robbins,Eddie Murphy | Thandie Newton | Terry Crews | Clifton Powell
tt0469754,Direktøren for det hele,Comedy,actor | director | lawyer | contract | business meeting,Lars von Trier,Jens Albinus | Peter Gantzler | Friðrik Þór Friðriksson | Benedikt Erlingsson
tt0380268,Cocaine Cowboys,Documentary | Crime | History,cocaine | violence | murder | drugs | 1980s,Billy Corben,Jon Roberts | Al Sunshine | Sam Burstyn | Mickey Munday
tt0469263,The Astronaut Farmer,Adventure | Drama | Sci-Fi,surname in title | rocket | bank | fbi | space travel,Michael Polish,Billy Bob Thornton | Virginia Madsen | Bruce Dern | Max Thieriot
tt0482527,It's a Boy Girl Thing,Comedy | Fantasy | Romance,high school | body swap | switching bodies | body switching | gender swap,Nick Hurran,Samaire Armstrong | Kevin Zegers | Sherry Miller | Robert Joy
tt0259324,Ghost Rider,Action | Fantasy | Thriller,lucifer morningstar character | comicbook movie | motor vehicle | weapon | character name as title,Mark Steven Johnson,Nicolas Cage | Eva Mendes | Sam Elliott | Matt Long
tt0401997,Breach,Biography | Crime | Drama | History | Thriller,investigation | washington monument washington d.c. | fbi | clerk | computer,Billy Ray,Chris Cooper | Ryan Phillippe | Dennis Haysbert | Laura Linney
tt0758766,Music and Lyrics,Comedy | Music | Romance,bumping one's head | compact disc | electronic keyboard | potato | guitar,Marc Lawrence,Hugh Grant | Drew Barrymore | Scott Porter | Nick Bacon
tt0481369,The Number 23,Crime | Mystery | Thriller,detective | obsession | murder | flashback | book,Joel Schumacher,Jim Carrey | Virginia Madsen | Logan Lerman | Danny Huston
tt0499554,Reno 911!: Miami,Comedy | Crime,sex scene | rear entry sex | scantily clad female | pity sex | female frontal nudity,Robert Ben Garant,Thomas Lennon | Robert Ben Garant | Kerri Kenney | Lennie Loftin
tt0462200,Black Snake Moan,Drama | Music,nymphomaniac | sexual abuse | anxiety | musician | blues music,Craig Brewer,Christina Ricci | Samuel L. Jackson | Justin Timberlake | S. Epatha Merkerson
tt0375785,Gray Matters,Comedy | Romance,new york city | f rated | lesbianism | reference to oprah winfrey | lesbian kiss,Sue Kramer,Heather Graham | Tom Cavanagh | Bridget Moynahan | Molly Shannon
tt0432402,Factory Girl,Biography | Drama,public nudity | female nudity | father daughter incest | dysfunctional family | sex scene,George Hickenlooper,Sienna Miller | Guy Pearce | Hayden Christensen | Jimmy Fallon
tt0094057,Street Trash,Comedy | Horror,liquor | junkyard | melting | homelessness | foot chase,James M. Muro,Mike Lackey | Bill Chepil | Vic Noto | Mark Sferrazza
tt0425112,Hot Fuzz,Action | Comedy | Mystery | Thriller,police officer | workaholic | village | police | murder,Edgar Wright,Simon Pegg | Nick Frost | Martin Freeman | Bill Nighy
tt0078243,Shao Lin san shi liu fang,Action | Adventure | Drama,buddhist monk | training | kung fu | bare chested male | arm ring,Chia-Liang Liu,Chia-Hui Liu | Lieh Lo | Chia Yung Liu | Norman Chu
tt0424938,Karla,Crime | Drama | Thriller,rape | domestic violence | based on true story | sadism | implied nudity,Joel Bender,Laura Prepon | Misha Collins | Patrick Bauchau | Emilie Jacobs
tt0112681,Citizen X,Biography | Crime | Drama | History | Thriller,serial killer | bureaucracy | reference to andrei romanovich chikatilo | communism | shallow grave,Chris Gerolmo,Stephen Rea | Donald Sutherland | Max von Sydow | Jeffrey DeMunn
tt0173714,Cats,Musical,ballet | aging | kidnapping | magician | thief,David Mallet,Elaine Paige | John Mills | Ken Page | Rosemarie Ford
tt0067647,I racconti di Canterbury,Comedy | Drama | History,male full frontal nudity | erotica | male pubic hair | male rear nudity | strong sexual content,Pier Paolo Pasolini,Hugh Griffith | Laura Betti | Ninetto Davoli | Franco Citti
tt0435705,Next,Action | Sci-Fi | Thriller,woman in jeopardy | tape over mouth | 7 eleven store | magician | fbi,Lee Tamahori,Nicolas Cage | Julianne Moore | Jessica Biel | Thomas Kretschmann
tt0443456,Breaking and Entering,Crime | Drama | Romance,single mother | prostitute | breaking and entering | burglary | hooker,Anthony Minghella,Jude Law | Robin Wright | Vera Farmiga | Martin Freeman
tt0454776,Amazing Grace,Biography | Drama | History | Romance,slave | slave trade | abolition | slave ship | slavery,Michael Apted,Ioan Gruffudd | Albert Finney | Michael Gambon | Romola Garai
tt0443706,Zodiac,Crime | Drama | Mystery | Thriller,zodiac killer | serial killer | mysterious murderer | zodiac | cartoonist,David Fincher,Jake Gyllenhaal | Robert Downey Jr. | Mark Ruffalo | Anthony Edwards
tt0486946,Wild Hogs,Action | Adventure | Comedy,friend | motorcycle | road trip | biker gang | road movie,Walt Becker,Tim Allen | Martin Lawrence | John Travolta | William H. Macy
tt0768212,The Last Mimzy,Drama | Family | Sci-Fi,soundwave | strong female | female protagonist | watching television | box,Robert Shaye,Joely Richardson | Rainn Wilson | Timothy Hutton | Chris O'Neil
tt0482088,Hors de prix,Comedy | Romance,money | birthday | gold digger | bartender | knickers,Pierre Salvadori,Audrey Tautou | Gad Elmaleh | Marie-Christine Adam | Vernon Dobtcheff
tt0468492,Gwoemul,Action | Drama | Horror | Sci-Fi,monster | abduction | environment | revenge | teenager,Bong Joon Ho,Kang-ho Song | Hee-Bong Byun | Hae-il Park | Doona Bae
tt0056825,America America,Drama,greek | ottoman empire | based on true story | national film registry | armenian genocide,Elia Kazan,Stathis Giallelis | Frank Wolff | Elena Karam | Harry Davis
tt0416508,Becoming Jane,Biography | Drama | Romance,female protagonist | cricket the sport | deaf mute | hunt | knocked unconscious,Julian Jarrold,Anne Hathaway | James McAvoy | Julie Walters | James Cromwell
tt0433416,The Namesake,Drama,india | train | bengali | new york city | reference to gogol,Mira Nair,Kal Penn | Irrfan Khan | Tabu | Jacinda Barrett
tt0477071,Premonition,Drama | Fantasy | Thriller,housewife | car | car accident | sheriff | marriage,Mennan Yapo,Sandra Bullock | Julian McMahon | Amber Valletta | Shyann McClure
tt0455760,Dead Silence,Horror | Mystery | Thriller,young couple | nursery rhyme | creepy doll | vengeful ghost | abandoned theater,James Wan,Ryan Kwanten | Amber Valletta | Donnie Wahlberg | Michael Fairman
tt0490204,Reign Over Me,Drama,grief | mental breakdown | depression | post september 11 2001 | attempted suicide by cop,Mike Binder,Adam Sandler | Don Cheadle | Jada Pinkett Smith | Liv Tyler
tt0822854,Shooter,Action | Drama | Thriller,on the run | government agent | sniper | sniper rifle | voyeur,Antoine Fuqua,Mark Wahlberg | Michael Peña | Rhona Mitra | Danny Glover
tt0800069,The Hills Have Eyes II,Horror | Thriller,desert | napolon bonaparte character | murder of a nude woman | nude pregnant woman | nudity,Martin Weisz,Daniella Alonso | Jacob Vargas | Michael Bailey Smith | Cécile Breccia
tt0453556,TMNT,Animation | Action | Adventure | Comedy | Family | Fantasy | Sci-Fi,splinter character | april o'neil character | mirage comics | warner bros. | donatello the teenage mutant ninja turtles character,Kevin Munroe,Patrick Stewart | Mako | Chris Evans | Sarah Michelle Gellar
tt0427470,The Lookout,Crime | Drama | Thriller,amnesia | sex | female nudity | casual sex | seduction,Scott Frank,Joseph Gordon-Levitt | Jeff Daniels | Matthew Goode | Isla Fisher
tt0396555,Meet the Robinsons,Animation | Adventure | Comedy | Family | Sci-Fi,crazy uncle | flying car | jazz music | ends with a quote | child protagonist,Stephen J. Anderson,Daniel Hansen | Wesley Singerman | Angela Bassett | Jordan Fry
tt0076584,Quel maledetto treno blindato,Action | Adventure | War,american | nazi | shootout | nude with a gun | skinny dipping,Enzo G. Castellari,Bo Svenson | Peter Hooten | Fred Williamson | Michael Pergolani
tt0448134,Sunshine,Sci-Fi | Thriller,spacecraft | sun | spaceship | mission | wtf,Danny Boyle,Cillian Murphy | Rose Byrne | Chris Evans | Cliff Curtis
tt0042792,No Way Out,Crime | Drama | Film-Noir | Thriller,racism | riot | doctor | hospital | black doctor,Joseph L. Mankiewicz,Richard Widmark | Linda Darnell | Stephen McNally | Sidney Poitier
tt0457433,Perfect Stranger,Crime | Horror | Mystery | Thriller,murder of a nude woman | nudity | erotic thriller | sex standing up | female nudity,James Foley,Halle Berry | Bruce Willis | Giovanni Ribisi | Richard Portnow
tt0486822,Disturbia,Crime | Drama | Mystery | Thriller,house arrest | watching someone | neighbor | voyeur | voyeurism,D.J. Caruso,Shia LaBeouf | David Morse | Carrie-Anne Moss | Sarah Roemer
tt0446013,Pathfinder,Action | Adventure | Drama | Thriller | War,viking | native american | native american hunter | sword and shield | remake of norwegian film,Marcus Nispel,Karl Urban | Clancy Brown | Moon Bloodgood | Russell Means
tt0066491,Tristana,Drama,socialist | orphan | unrequited love | marriage of convenience | stroke,Luis Buñuel,Catherine Deneuve | Fernando Rey | Franco Nero | Lola Gaos
tt0492481,Puccini for Beginners,Comedy | Romance,love | manhattan new york city | bisexual | woman woman relationship | girlfriend girlfriend relationship,Maria Maggenti,Ken Barnett | Julianne Nicholson | Brian Letscher | Elizabeth Reaser
tt0450188,La Môme,Biography | Drama | Music | Romance,female singer | title based on song | based on true story | singer | singing,Olivier Dahan,Marion Cotillard | Sylvie Testud | Pascal Greggory | Emmanuelle Seigner
tt0488120,Fracture,Crime | Drama | Thriller,police | murder weapon | court | engineer | trial,Gregory Hoblit,Anthony Hopkins | Ryan Gosling | David Strathairn | Rosamund Pike
tt0488085,Big Nothing,Comedy | Crime | Thriller,kinky sex | loud sex | voyeurism | voyeur | mini skirt,Jean-Baptiste Andrea,David Schwimmer | Simon Pegg | Alice Eve | Jon Polito
tt0835787,Haebyeonui yeoin,Comedy | Drama | Romance,south korea | self realization | seaside | production designer | power play,Sang-soo Hong,Seung-woo Kim | Hyun-Jung Go | Seon-mi Song | Tae-woo Kim
tt0452702,Vacancy,Horror | Thriller,slasher | motel | trapped | remote place | sadistic horror,Nimród Antal,Kate Beckinsale | Luke Wilson | Frank Whaley | Ethan Embry
tt0103793,Benny's Video,Crime | Drama,murder | child uses a gun | video | gym | killer child,Michael Haneke,Arno Frisch | Angela Winkler | Ulrich Mühe | Ingrid Stassner
tt0419843,In the Land of Women,Comedy | Drama | Romance,writer | running into a tree | shower | death of grandmother | telephone call,Jonathan Kasdan,Adam Brody | Kristen Stewart | Meg Ryan | Elena Anaya
tt0453451,Mr. Bean's Holiday,Comedy | Family,france | train | lost passport | toilet | camera,Steve Bendelack,Rowan Atkinson | Willem Dafoe | Steve Pemberton | Lily Atkinson
tt0435670,The Invisible,Crime | Drama | Fantasy | Mystery | Thriller,psychotronic film | limbo | death | beating | airplane ticket,David S. Goyer,Justin Chatwin | Margarita Levieva | Marcia Gay Harden | Chris Marquette
tt0443473,The Condemned,Action | Crime | Thriller,island | last man standing | website | jungle | tied feet,Scott Wiper,Steve Austin | Vinnie Jones | Nathan Jones | Robert Mammone
tt0413300,Spider-Man 3,Action | Adventure | Sci-Fi,spider man | villain | peter parker character | coffeeshop | hero,Sam Raimi,Tobey Maguire | Kirsten Dunst | Topher Grace | Thomas Haden Church
tt0329737,It's a Very Merry Muppet Christmas Movie,Adventure | Comedy | Family | Fantasy | Musical,campy | nbc | god | guardian angel | alternate reality,Kirk R. Thatcher,Steve Whitmire | Dave Goelz | Bill Barretta | Eric Jacobson
tt0075610,21 Up,Documentary | Biography,dog | dog racing | children's book | school library | mobile library,Michael Apted,Bruce Balden | Jacqueline Bassett | Symon Basterfield | Andrew Brackfield
tt0095583,Maniac Cop,Action | Crime | Horror | Mystery,cult film | new york city | police officer | psychopath | shower,William Lustig,Tom Atkins | Bruce Campbell | Laurene Landon | Richard Roundtree
tt0851578,Papurika,Animation | Drama | Fantasy | Mystery | Sci-Fi | Thriller,lucid dream | virtual reality | movie theatre | dream | police,Satoshi Kon,Megumi Hayashibara | Tôru Emori | Katsunosuke Hori | Tôru Furuya
tt0027067,Sylvia Scarlett,Comedy | Drama | Romance,alliteration in title | two word title | female name in title | f rated | male objectification,George Cukor,Katharine Hepburn | Cary Grant | Brian Aherne | Edmund Gwenn
tt0409904,Dnevnoy dozor,Action | Fantasy | Horror | Thriller,year 2006 | 2000s | year 1992 | 1990s | moscow,Timur Bekmambetov,Konstantin Khabenskiy | Mariya Poroshina | Vladimir Menshov | Galina Tyunina
tt0480025,This Is England,Crime | Drama,xenophobia | skinhead | racism | nationalism | hate crime,Shane Meadows,Thomas Turgoose | Stephen Graham | Jo Hartley | Andrew Shim
tt0491747,Away from Her,Drama,nursing home | alzheimer's disease | skiing | fisher | ontario,Sarah Polley,Julie Christie | Michael Murphy | Gordon Pinsent | Stacey LaBerge
tt0478311,Knocked Up,Comedy | Romance,panties pulled down | one night stand | female frontal nudity | unplanned pregnancy | female nudity,Judd Apatow,Seth Rogen | Katherine Heigl | Paul Rudd | Leslie Mann
tt0427327,Hairspray,Comedy | Drama | Musical | Romance,tv dance show | racial tension | racial segregation | racial integration | remake,Adam Shankman,John Travolta | Queen Latifah | Nikki Blonsky | Michelle Pfeiffer
tt0463854,28 Weeks Later,Horror | Sci-Fi,infection | zombie film | zombie outbreak | zombie apocalypse | tied up while barefoot,Juan Carlos Fresnadillo,Jeremy Renner | Rose Byrne | Robert Carlyle | Harold Perrineau
tt0762111,Jonestown: The Life and Death of Peoples Temple,Documentary | History,suicide | preacher | mass suicide | guyana | suicide cult,Stanley Nelson,Rebecca Moore | Janet Shular | Tim Carter | Stanley Clayton
tt0023382,Red Dust,Drama | Romance,french colony | coolie | love triangle | monsoon | french indochina,Victor Fleming,Clark Gable | Jean Harlow | Gene Raymond | Mary Astor
